domain,fb,name,sources,tw,usnpl_tag,website,wp_tags,yt
apg-wi.com,https://www.facebook.com/spooneradvocate,Spooner Advocate,usnpl.com,SpoonerAdvocate,Newspapers,http://www.apg-wi.com/spooner_advocate,,http://www.youtube.com/user/spooneradvocate
app.com,https://www.facebook.com/asburyparkpress,Asbury Park Press,usnpl.com,AsburyParkPress,Newspapers,http://www.app.com,,http://www.youtube.com/user/APPvideo
appalachianhighways.com,,Appalachian Highways,usnpl.com,,Magazines,http://www.appalachianhighways.com,,
appeal-democrat.com,,Colusa County Sun-Herald,usnpl.com,,Newspapers,http://www.appeal-democrat.com/colusa_sun_herald,,
appeal-democrat.com,,Corning Observer,usnpl.com,appealdemocrat,Newspapers,http://www.appeal-democrat.com/corning_observer,,
appeal-democrat.com,https://www.facebook.com/appealdemocrat,Appeal-Democrat,usnpl.com,appealdemocrat,Newspapers,http://www.appeal-democrat.com,,http://www.youtube.com/user/appealdemocrat
appeal-democrat.com,,Glenn County Transcript,usnpl.com,,Newspapers,http://www.appeal-democrat.com/glenn_county_transcript,,
applaudwomen.com,,Applaud Women,usnpl.com,Applaudwomen,Magazines,http://www.applaudwomen.com,,
aptv.org,,WCIQ,stationindex,,TV station,http://www.aptv.org/,,
aquinas.edu,https://www.facebook.com/pages/The-Saint/265570936814181,The Saint,usnpl.com,,College Newspapers,http://www.aquinas.edu/thesaint,,
aransaspassprogress.com,https://www.facebook.com/pages/Progress-Index/124069697631765,Progress,usnpl.com,,Newspapers,https://www.aransaspassprogress.com,,
arapahoemirror.org,https://www.facebook.com/pages/Arapahoe-Public-Mirror/322677477821007,Arapahoe Public Mirror,usnpl.com,,Newspapers,http://arapahoemirror.org,,
arbiteronline.com,https://www.facebook.com/boisestatearbiter,Arbiter,usnpl.com,arbiteronline,College Newspapers,http://arbiteronline.com,,
arcadianews.com,https://www.facebook.com/arcadianews,Arcadia News,usnpl.com,,Newspapers,http://www.arcadianews.com,,
archboldbuckeye.com,https://www.facebook.com/pages/Archbold-Buckeye/362386777163058,Archbold Buckeye,usnpl.com,,Newspapers,http://www.archboldbuckeye.com,,
arcolarecordherald.com,https://www.facebook.com/pages/Arcola-Record-Herald/122281664496912,Arcola Record-Herald,usnpl.com,,Newspapers,http://arcolarecordherald.com,,
ardeerhunting.com,,Arkansas Deer Hunting,usnpl.com,,Magazines,http://www.ardeerhunting.com,,
ardmoreite.com,https://www.facebook.com/pages/The-Ardmoreite/143707431292,Daily Ardmoreite,usnpl.com,,Newspapers,http://www.ardmoreite.com,,http://www.youtube.com/user/dailyardmoreite
areanewsgroup.com,https://www.facebook.com/HudsonLitchfieldNews,Hudson-Litchfield News,usnpl.com,HL_News,Newspapers,http://www.areanewsgroup.com,,https://www.youtube.com/user/AreaNewsGroup
areawidenews.com,https://www.facebook.com/pages/Areawide-Media/233433420012182,Area Wide News,usnpl.com,,Newspapers,http://www.areawidenews.com,,
arenacindependent.com,https://www.facebook.com/ArenacIndependent,Arenac County Independent,usnpl.com,ArenacIndy,Newspapers,http://www.arenacindependent.com,,http://www.youtube.com/user/ArenacIndependent
argonautnews.com,https://www.facebook.com/TheArgonautNewspaper,Argonaut,usnpl.com,ArgonautNews,Newspapers,http://argonautnews.com,,https://www.youtube.com/channel/UChpZkdzY2R0s0xBvLvevuyQ
argusleader.com,,Brandon Info,usnpl.com;AWIS,,Newspapers,http://www.argusleader.com/news/brandon,,
argusleader.com,https://www.facebook.com/argusleader,Argus Leader,usnpl.com;AWIS,argusleader,Newspapers,http://www.argusleader.com,,https://www.youtube.com/channel/UCnd4U4dCZC7odQiytVBk43w
argusobserver.com,https://www.facebook.com/pages/Independent-Enterprise/278704388823790,Independent Enterprise,usnpl.com,,Newspapers,http://www.argusobserver.com/independent,,
argusobserver.com,https://www.facebook.com/ArgusObserver,Argus Observer,usnpl.com,argusobserver,Newspapers,http://www.argusobserver.com,,http://www.youtube.com/user/argusobserver
argus-press.com,https://www.facebook.com/pages/The-Argus-Press/227062489846,Argus-Press Daily,usnpl.com,,Newspapers,http://www.argus-press.com,,http://www.youtube.com/user/arguspress
argussunonline.com,https://www.facebook.com/pages/Central-Delta-Argus-Sun/108283809210276,Central Delta Argus Sun,usnpl.com,,Newspapers,http://argussunonline.com,,
arizhwys.com,https://www.facebook.com/azhighways,AZ Highways Online,usnpl.com,azhighways,Magazines,http://www.arizhwys.com,,http://www.youtube.com/profile?user=arizonahighways
arizona.edu,https://www.facebook.com/dailywildcat,Wildcat,usnpl.com,dailywildcat,College Newspapers,http://www.wildcat.arizona.edu,,http://www.youtube.com/user/AZDailyWildcat
arizonaguide.com,https://www.facebook.com/arizonatravel,Arizona Guide,usnpl.com,ArizonaTourism,Magazines,http://www.arizonaguide.com,,http://www.youtube.com/user/ArizonaTourism
arkansas.com,https://www.facebook.com/ArkansasStateTourism,Arkansas Tourism Official Site,usnpl.com,artourism,Magazines,http://www.arkansas.com,,http://www.youtube.com/user/ArkansasTourism
arkansasbusiness.com,https://www.facebook.com/ArkansasBusiness,Arkansas Business,usnpl.com,arkbusiness,Newspapers,http://www.arkansasbusiness.com,,http://www.youtube.com/user/ArkansasBusiness
arkansasleader.com,https://www.facebook.com/arkansasleader,Leader,usnpl.com,,Newspapers,http://www.arkansasleader.com,,
arkansasonline.com,https://www.facebook.com/arkansasonline,Arkansas Democrat-Gazette,usnpl.com,arkansasonline,Newspapers,http://www.arkansasonline.com,,http://www.youtube.com/user/arkansasonline
arkansasweekly.com,https://www.facebook.com/pages/Arkansas-Weekly/381006746592,Arkansas Weekly,usnpl.com,arkansasweekly,Newspapers,http://www.arkansasweekly.com,,
arklatexhomepage.com,,KTAL,nexstar.tv,,TV station,arklatexhomepage.com,,
arklatexhomepage.com,,KTAL,stationindex,,TV station,http://arklatexhomepage.com/,,
arktimes.com,https://www.facebook.com/arkansastimes,Arkansas Times,usnpl.com;AWIS,arkansasblog,Newspapers,http://www.arktimes.com,,https://www.youtube.com/channel/UCeLoup1A6odH6fp_4pj1sCQ
arkvalleynews.com,https://www.facebook.com/pages/Ark-Valley-News/113017225378942,Ark Valley News,usnpl.com,arkvalleynews,Newspapers,http://www.arkvalleynews.com,,
arlingtonconnection.com,https://www.facebook.com/ConnectionNewspapers,Arlington Connection,usnpl.com,arlconnection,Newspapers,http://www.arlingtonconnection.com,,
arlingtonmnnews.com,https://www.facebook.com/ArlingtonEnterprise,Arlington Enterprise,usnpl.com,,Newspapers,http://www.arlingtonmnnews.com,,
arlingtontimes.com,https://www.facebook.com/TheArlingtonTimes,Arlington Times,usnpl.com,,Newspapers,http://www.arlingtontimes.com,,
armenianweekly.com,https://www.facebook.com/ArmenianWeekly,Armenian Weekly,usnpl.com,ArmenianWeekly,Newspapers,http://armenianweekly.com,,
armytimes.com,https://www.facebook.com/armytimes,Army Times,usnpl.com,armytimes,Newspapers,http://www.armytimes.com,,
arnoldne.org,,Arnold Sentinel,usnpl.com,,Newspapers,http://arnoldne.org/newspaper,,
aroundosceola.com,https://www.facebook.com/pages/Osceola-News-Gazette/112184688806668,Around Osceola,usnpl.com,OsceolaNews,Newspapers,http://www.aroundosceola.com,,http://www.youtube.com/user/OsceolaNewsGazette
artesianews.com,https://www.facebook.com/artesianews,Daily Press,usnpl.com,artesianews,Newspapers,http://www.artesianews.com,,
artvoice.com,https://www.facebook.com/artvoiceav,Artvoice,usnpl.com,artvoice,Newspapers,http://artvoice.com,,
arvadapress.com,https://www.facebook.com/pages/Arvada-Press/292522390857834,Arvada Press,usnpl.com,ArvadaPress,Newspapers,http://arvadapress.com,,
ashleycountyledger.com,,Ashley County Ledger,usnpl.com,,Newspapers,http://www.ashleycountyledger.com,,
ashleynewsobserver.com,,Ashley News Observer,usnpl.com,,Newspapers,http://www.ashleynewsobserver.com,,
ashtongazette.com,https://www.facebook.com/pages/Ashton-Gazette/336072466536081,Ashton Gazette,usnpl.com,,Newspapers,http://www.ashtongazette.com,,
asianjournal.com,https://www.facebook.com/AsianJournalPublications,Asian Journal,usnpl.com,AsianJournalCom,Newspapers,http://asianjournal.com,,
asianjournalusa.com,https://www.facebook.com/asianjournal,Asian Journal San Diego,usnpl.com,asianjournal,Newspapers,http://asianjournalusa.com,,https://www.youtube.com/channel/UC9hiKy1So1wi54tSmNK7XdQ
asianreporter.com,https://www.facebook.com/pages/The-Asian-Reporter/151059854934104,Asian Reporter,usnpl.com,,Newspapers,http://www.asianreporter.com,,
aspendailynews.com,https://www.facebook.com/aspendailynews,Aspen Daily News,usnpl.com;AWIS,aspendailynews,Newspapers,http://www.aspendailynews.com,,
aspentimes.com,https://www.facebook.com/AspenTimes,Aspen Times,usnpl.com;AWIS,TheAspenTimes,Newspapers,http://www.aspentimes.com,,http://www.youtube.com/user/TheAspenTimes
aspentimes.com,https://www.facebook.com/snowmasssun,Snowmass Village Sun,usnpl.com;AWIS,SnowmassSun,Newspapers,http://www.aspentimes.com/News/Snowmass,,
asu.edu,,KAET,stationindex,,TV station,http://www.kaet.asu.edu/,,
asuchronicle.com,https://www.facebook.com/alcorn.chronicle,Campus Chronicle,usnpl.com,,College Newspapers,http://www.asuchronicle.com,,
asuherald.com,https://www.facebook.com/asuherald,Herald,usnpl.com,ASUHerald,College Newspapers,http://www.asuherald.com,,http://www.youtube.com/asuherald
asurampage.com,https://www.facebook.com/ASURamPage,The Ram Page,usnpl.com,ASURamPage,College Newspapers,http://www.asurampage.com,,
atascaderonews.com,https://www.facebook.com/AtascaderoNews,Atascadero News,usnpl.com,Atascadero_News,Newspapers,http://www.atascaderonews.com,,
atchisonglobenow.com,https://www.facebook.com/pages/Atchison-Globe/81864779191,Atchison Globe,usnpl.com,atchisonglobe,Newspapers,http://www.atchisonglobenow.com,,https://www.youtube.com/user/AtchisonGlobe
athensmessenger.com,https://www.facebook.com/athensmessenger,Athens Messenger,usnpl.com,athensmessenger,Newspapers,http://www.athensmessenger.com,,http://www.youtube.com/user/AthensMessenger
athensnews.com,https://www.facebook.com/TheAthensNEWS,Athens News,usnpl.com,theathensnews,Newspapers,http://www.athensnews.com,,http://www.youtube.com/user/TheAthensNEWS
athensreview.com,https://www.facebook.com/pages/Athens-Daily-Review/228059307235613,Athens Daily Review,usnpl.com,AthReview,Newspapers,http://www.athensreview.com,,https://www.youtube.com/user/AthensReview/videos
atholdailynews.com,https://www.facebook.com/atholdailynews,Athol Daily News,usnpl.com,,Newspapers,http://www.atholdailynews.com,,https://www.youtube.com/user/AtholDailyNews
atkinschronicle.com,https://www.facebook.com/pages/Atkins-Chronicle/246151175403655,Atkins Chronicle,usnpl.com,,Newspapers,http://www.atkinschronicle.com,,
atkinsongraphic.com,https://www.facebook.com/AtkinsonGraphic,Atkinson Graphic,usnpl.com,,Newspapers,http://www.atkinsongraphic.com,,
atlanta.net,https://www.facebook.com/visitatlanta,Atlanta's Web,usnpl.com,discoveratlanta,Magazines,http://www.atlanta.net,,http://www.youtube.com/visitatlanta
atlantadailyworld.com,https://www.facebook.com/pages/Atlanta-Daily-World/440347382692901,Atlanta Daily World,usnpl.com,adwnews,Newspapers,http://www.atlantadailyworld.com,,http://www.youtube.com/channel/UCFl6erRm-7dLjsMWPj6EYQA
atlanticbreezes.com,,Atlantic Breezes,usnpl.com,,Magazines,http://atlanticbreezes.com,,
atmoreadvance.com,https://www.facebook.com/pages/Atmore-Advance/83649498468,Atmore Advance,usnpl.com,atmoreadvance,Newspapers,http://www.atmoreadvance.com,,http://www.youtube.com/user/atmoreadvance
atmorenews.com,https://www.facebook.com/newsatmore,Atmore News,usnpl.com,,Newspapers,http://www.atmorenews.com,,
auburnjournal.com,https://www.facebook.com/auburnjournal,Auburn Journal,usnpl.com,AuburnJournal,Newspapers,http://www.auburnjournal.com,,http://www.youtube.com/user/AuburnJournalCA
auburnpub.com,https://www.facebook.com/auburncitizen,Citizen,usnpl.com,The_Citizen,Newspapers,http://auburnpub.com,,http://www.youtube.com/user/AuburnCitizen
augusta.com,https://www.facebook.com/TheAugustaChronicle,Augusta Chronicle,usnpl.com,AUG_Chronicle,Newspapers,http://chronicle.augusta.com,,http://www.youtube.com/user/AugustaChronicleTV
augusta.com,https://www.facebook.com/TheColumbiaCountyNewsTimes,Columbia Co. News Times,usnpl.com,ColumbiaCounty,Newspapers,http://newstimes.augusta.com,,
augustafreepress.com,https://www.facebook.com/AugustaFreePress,Augusta Free Press,usnpl.com,augfreepress,Newspapers,http://augustafreepress.com,,https://www.youtube.com/user/afpchrisgraham/videos
augustatimes.net,https://www.facebook.com/pages/Tri-County-NewsAugusta-Area-Times/163334460351510,Augusta Area Times,usnpl.com,,Newspapers,http://www.augustatimes.net,,
auroraadvertiser.net,https://www.facebook.com/pages/The-Aurora-Advertiser/237124098596,Aurora Advertiser,usnpl.com,AAdvertiser,Newspapers,http://www.auroraadvertiser.net,,
auroraadvocate.com,https://www.facebook.com/AuroraAdvocate,Aurora Advocate,usnpl.com,AuroraAdvocate,Newspapers,http://www.auroraadvocate.com,,http://www.youtube.com/user/AuroraAdvocate
auroranewsregister.com,https://www.facebook.com/auroranewsregister,Aurora News-Register,usnpl.com,NewsregisterANR,Newspapers,http://www.auroranewsregister.com,,
aurorasentinel.com,https://www.facebook.com/theaurorasentinel,Aurora Sentinel,usnpl.com,aurorasentinel,Newspapers,http://www.aurorasentinel.com,,http://www.youtube.com/user/aurorasentinel
austinchronicle.com,https://www.facebook.com/AustinChronicle,Austin Chronicle,usnpl.com;AWIS,AustinChronicle,Newspapers,http://www.austinchronicle.com,,https://www.youtube.com/user/theaustinchronicle/videos
austindailyherald.com,https://www.facebook.com/austindailyherald,Austin Daily Herald,usnpl.com,austinherald,Newspapers,http://www.austindailyherald.com,,http://www.youtube.com/user/ADHVideo
austinweeklynews.com,https://www.facebook.com/pages/Austin-Weekly-News/160757660631596,Austin Weekly News,usnpl.com,AustinWeeklyChi,Newspapers,http://www.austinweeklynews.com,,
avenuenews.com,https://www.facebook.com/theavenuenews,Avenue News,usnpl.com,TheAvenueNews,Newspapers,http://www.avenuenews.com,,
avidgolferonline.com,,Avid Golfer Online,usnpl.com,iDealGolfer,Magazines,http://www.avidgolferonline.com,,https://www.youtube.com/user/coloradoavidgolfer
avoyellestoday.com,,Bunkie Record,usnpl.com,,Newspapers,http://www.avoyellestoday.com,,
avpress.com,https://www.facebook.com/AntelopeValleyPress,Antelope Valley Press,usnpl.com,,Newspapers,http://www.avpress.com,,
azbilingual.com,https://www.facebook.com/arizonabilingual.news,Arizona Bilingual,usnpl.com,TheAZB,Magazines,http://www.azbilingual.com,,http://www.youtube.com/user/ArizonaSonoraMagazin
azbw.com,,Arizona Boating & Watersports,usnpl.com,,Magazines,http://www.azbw.com,,
azcapitoltimes.com,https://www.facebook.com/azcapitoltimes,Arizona Capitol Times,usnpl.com,azcapitoltimes,Newspapers,http://www.azcapitoltimes.com,,http://www.youtube.com/channel/UCzeNPYfliJflsDgROulDMow
azcentral.com,https://www.facebook.com/azcentral,Arizona Business Gazette,usnpl.com,,Newspapers,http://www.azcentral.com/topic/98835572-F5D3-4661-8274-EFE190D9D69A,,
azcentral.com,https://www.facebook.com/azcentral,Arizona Republic,usnpl.com,,Newspapers,http://www.azcentral.com/arizonarepublic,,
azcentral.com,https://www.facebook.com/azcentral,AZCentral,usnpl.com,,Newspapers,http://www.azcentral.com,,
azcentral.com,,KPNX,stationindex,,TV station,http://www.azcentral.com/12news/,,
azdailysun.com,https://www.facebook.com/ArizonaDailySun,Arizona Daily Sun,usnpl.com;AWIS,azds,Newspapers,http://azdailysun.com,,http://www.youtube.com/user/azdailysun
azfamily.com,https://www.facebook.com/3TVPhoenix,KTVK,meridith.com,azfamily,TV station,http://www.azfamily.com/,,
azjournal.com,,Arizona Journal,usnpl.com,,Newspapers,http://www.azjournal.com,,
azpm.org,,KUAT,stationindex,,TV station,http://tv.azpm.org/,,
azteca43.tv,,KMCE-LP,stationindex,,TV station,http://www.azteca43.tv/,,
azteca48.com,,WWHB,sbgi.net,,TV station,http://www.azteca48.com,,
aztecasd.com,,KZSD-LP,stationindex,,TV station,http://www.aztecasd.com/,,
aztv.com,,KAZT,stationindex,,TV station,http://www.aztv.com/,,
babsonfreepress.com,https://www.facebook.com/babsonfreep,Babson Free Press,usnpl.com,BabsonFreep,College Newspapers,http://www.babsonfreepress.com,,
babylonbeacon.com,https://www.facebook.com/pages/Babylon-Beacon-Newspaper/101067273283468,Babylon Beacon,usnpl.com,,Newspapers,http://www.babylonbeacon.com,,
backbaysun.com,,Back Bay Sun,usnpl.com,,Newspapers,http://backbaysun.com,,
backroadsnews.com,https://www.facebook.com/washingtoncountynews,Washington County News,usnpl.com,,Newspapers,http://www.backroadsnews.com,,https://www.youtube.com/user/wcnews1
bacone.edu,,The Baconian,usnpl.com,,College Newspapers,http://baconian.bacone.edu,,
badgerherald.com,https://www.facebook.com/badgerherald,Badger Herald,usnpl.com;AWIS,BadgerHerald,College Newspapers,http://www.badgerherald.com,,http://www.youtube.com/user/badgerherald
bainbridgereview.com,https://www.facebook.com/BainbridgeReview,Island Review,usnpl.com;AWIS,BIReview,Newspapers,http://www.bainbridgereview.com,,
bajoelsol.com,https://www.facebook.com/BajoElSolNoticias,Bajo El Sol,usnpl.com,Bajo_El_Sol,Newspapers,http://www.bajoelsol.com,,
bakercityherald.com,https://www.facebook.com/pages/Baker-City-Herald/114015861975478,Baker City Herald,usnpl.com,bakercityherald,Newspapers,http://www.bakercityherald.com,,
bakercountypress.com,https://www.facebook.com/pages/The-Baker-County-Press/356521567781,Baker County Press,usnpl.com,BakerCoPress,Newspapers,http://www.bakercountypress.com,,http://www.youtube.com/user/bakercopress
bakersfield.com,https://www.facebook.com/BakersfieldCalifornian,Bakersfield Californian,usnpl.com,bakersfieldcali,Newspapers,http://www.bakersfield.com,,
bakersfieldnow.com,,KBAK,sbgi.net,,TV station,http://bakersfieldnow.com/,,
bakersfieldnow.com,,KBFX,sbgi.net,,TV station,http://www.bakersfieldnow.com/kbfx,,
