domain,sources,date_snapshotted,available,mbfc_tags,ng_tags,os_tags,pf_tags
cnnews3.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
cnnnext.com,OpenSources,,TRUE,,,unreliable,
cnoticias.net,Buzzfeed17;Buzzfeed18;Allcott18,,FALSE,,,,
cnsnews.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Some Fake News,,unreliable;bias,
coasttocoastam.com,OpenSources,,TRUE,,,unreliable,
coed.com,OpenSources,,TRUE,,,fake;unreliable,
coffeebreakforyou.com,PolitiFact;Allcott18,,FALSE,,,,
collective-evolution.com,OpenSources;Allcott18;NewsGuard,,TRUE,,management;newsOpinion;falseContent;basicStandards;deceptiveHeadlines;accountabilityPractices,junksci,
collectivelyconscious.net,OpenSources,,FALSE,,,junksci;conspiracy,
comicallyincorrect.com,NewsGuard,,TRUE,,ownership;management;contentCreators;basicStandards;accountabilityPractices;newsOpinion,,
commentarymagazine.com,OpenSources,,TRUE,,,political,
commondreams.org,OpenSources,,TRUE,,,political;clickbait,
concealednation.org,Allcott18,,TRUE,,,,
concernedwomen.org,MBFC,,TRUE,Extreme Right;Propaganda;Hate Group,,,
concisepolitics.com,OpenSources,,FALSE,,,conspiracy;hate,
consciouslifenews.com,OpenSources,,TRUE,,,junksci,
consciouslyenlightened.com,Allcott18;Grinberg19,,FALSE,,,,
consciousreminder.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
conservapedia.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda,,bias,
conservative-headlines.com,MBFC,,FALSE,Extreme Right;Hate Group,,,
conservative101.com,Wikipedia;MBFC;Allcott18;PolitiFact;NewsGuard,,FALSE,Extreme Right;Propaganda;Conspiracy,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
conservative7.com,PolitiFact;Allcott18,,FALSE,,,,
conservativeangle.com,FactCheck,,TRUE,,,,
conservativearmy88.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Fake News,,,
conservativebyte.com,OpenSources;MBFC;Allcott18,,TRUE,Extreme Right;Propaganda;Fake News,,fake;bias,
conservativedailypost.com,OpenSources;MBFC;Allcott18;PolitiFact;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,falseContent;basicStandards;newsOpinion;accountabilityPractices;ownership;management,fake;unreliable,
conservativefighters.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,fake,
conservativefiringline.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership,bias;conspiracy;clickbait,
conservativeflashnews.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
conservativefreepress.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
conservativefrontline.com,Wikipedia,,TRUE,,,,
conservativehq.com,OpenSources,,TRUE,,,bias,
conservativeinfidel.com,OpenSources,,FALSE,,,fake;conspiracy,
conservativeinfocorner.com,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
conservativeinfocorner.us,MBFC,,FALSE,Extreme Right;Fake News,,,
conservativeinsider.co,Allcott18;Grinberg19,,FALSE,,,,
conservativemedia.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
conservativeoutfitters.com,OpenSources;Allcott18,,FALSE,,,unreliable;clickbait,
conservativepaper.com,PolitiFact;Allcott18,,FALSE,,,,
conservativepaper.us,FactCheck,,FALSE,,,,
conservativepapers.com,OpenSources,,TRUE,,,bias,
conservativepoliticus.com,MBFC;PolitiFact;Allcott18,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
conservativepost.com,FactCheck;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
conservativerefocus.com,OpenSources,,TRUE,,,conspiracy,
conservativereview.com,OpenSources,,TRUE,,,political,
conservativespirit.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy,,bias;fake,
conservativestate.com,OpenSources;Buzzfeed16,,FALSE,,,bias,
conservativestudio.com,Allcott18;Grinberg19,,FALSE,,,,
conservativetears.com,NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
conservativetribune.com,OpenSources;Allcott18;NewsGuard,,TRUE,,newsOpinion;falseContent;basicStandards;deceptiveHeadlines,bias;conspiracy;unreliable,
conservativeview.info,PolitiFact;Allcott18,,FALSE,,,,
consinfo.us,Allcott18,,FALSE,,,,
consmovement.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
consnation.com,FactCheck;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda,,,
consortiumnews.com,OpenSources,,TRUE,,,reliable,
conspatriot.com,MBFC,,FALSE,Extreme Right;Propaganda;Fake News,,,
conspiracyinquirer.com,MBFC,,TRUE,A Complete Lack of Transparency;Very Poor Sourcing,,,
conspiracyplanet.com,OpenSources,,FALSE,,,conspiracy,
conspiracywire.com,OpenSources,,TRUE,,,conspiracy,
cooltobeconservative.com,Allcott18;Grinberg19,,FALSE,,,,
corbettreport.com,OpenSources,,TRUE,,,conspiracy,
countdowntozerotime.com,OpenSources,,TRUE,,,conspiracy,
countercurrentnews.com,OpenSources,,FALSE,,,bias,
countercurrents.org,OpenSources,,TRUE,,,political;unreliable,
counterinformation.wordpress.com,OpenSources,,TRUE,,,political,
counterjihad.com,OpenSources,,TRUE,,,bias,
counterpsyops.com,OpenSources,,TRUE,,,conspiracy,
counterpunch.com,OpenSources,,TRUE,,,political,
counterpunch.org,OpenSources,,TRUE,,,political,
countynewsroom.info,Wikipedia,,FALSE,,,,
countyweekly.com,Buzzfeed17;Allcott18,,FALSE,,,,
cowgernation.com,OpenSources,,FALSE,,,bias;conspiracy,
creambmp.com,OpenSources,,FALSE,,,satire;fake,
creativitymovement.net/category/news/,OpenSources,,TRUE,,,hate,
crooksandliars.com,Allcott18,,TRUE,,,,
cryptogon.com,OpenSources,,TRUE,,,conspiracy;unreliable,
crystalair.com,OpenSources,,TRUE,,,satire,
cvikasdrv.com,Buzzfeed18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
dagospia.com,NewsGuard,,TRUE,,ownership;management;basicStandards;contentCreators;deceptiveHeadlines,,
daily-sun.com,Allcott18;Grinberg19,,TRUE,,,,
daily-vine.com,FactCheck,,FALSE,,,,
dailybuzzlive.com,OpenSources;Wikipedia;MBFC;PolitiFact;Allcott18,,TRUE,Fake News,,fake,
dailycaller.com,OpenSources;Allcott18,,TRUE,,,political;clickbait;bias,
dailycurrant.com,OpenSources;Buzzfeed16;Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,satire,
dailydiscord.com,OpenSources,,TRUE,,,satire,
dailyfeed.news,PolitiFact;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
dailyfinesser.com,Buzzfeed16;Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
dailyheadlines.com,OpenSources,,TRUE,,,fake,
dailyheadlines.net,OpenSources;MBFC;Allcott18,,TRUE,Extreme Right;Propaganda;Some Fake News,,fake,
dailyinfobox.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
dailyinsidernews.com,Allcott18;Grinberg19,,FALSE,,,,
dailyken.com,OpenSources,,TRUE,,,hate,
dailykos.com,OpenSources;NewsGuard,,TRUE,,newsOpinion;basicStandards;contentCreators;accountabilityPractices,political;clickbait,
dailyleak.org,OpenSources,,FALSE,,,satire;fake,
dailymail.co.uk,MBFC,,TRUE,Right;Propaganda;Conspiracy;Some Fake News,,,
dailynews10.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
dailynews11.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
dailynews3.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
dailynews33.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
dailynews5.com,OpenSources;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
dailynewsbin.com,OpenSources;Allcott18,,FALSE,,,bias;clickbait,
dailynewsposts.info,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
dailynotify.com,MBFC,,FALSE,Extreme Right;Propaganda;Fake News,,,
dailyoccupation.com,OpenSources;Allcott18;Grinberg19,,TRUE,,,conspiracy;bias,
dailypoliticalnewswire.com,MBFC,,TRUE,Lack of Transparency;Poor Sourcing;Propaganda,,,
dailypoliticsusa.com,OpenSources,,FALSE,,,bias,
dailypost.ng,Allcott18,,TRUE,,,,
dailypresser.com,MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Lack of Transparency,,,
dailysidnews.com,PolitiFact;Allcott18,,FALSE,,,,
dailysignal.com,OpenSources,,TRUE,,,bias,
dailysnark.com,OpenSources;Allcott18;PolitiFact,,TRUE,,,satire,
dailysquib.co.uk,OpenSources,,TRUE,,,satire,
dailystormer.com,OpenSources;PolitiFact;Allcott18,,TRUE,,,hate;conspiracy;bias,
dailystormer.name,MBFC,,TRUE,Extreme Right;Hate Group,,,
dailysurge.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
dailytelegraph.com.au,OpenSources,,TRUE,,,bias;rumor,
dailythings.world,PolitiFact;Allcott18,,FALSE,,,,
dailyusaupdate.com,OpenSources;Wikipedia;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
dailywire.com,OpenSources;Allcott18,,TRUE,,,bias,
dailyworldinformation.com,MBFC,,FALSE,Extreme Right;Fake News,,,
dailyworldupdate.com,Buzzfeed17;Buzzfeed18;Allcott18,,FALSE,,,,
dailyworldupdate.us,Buzzfeed18;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
dallastimes.us,Buzzfeed17;Allcott18,,FALSE,,,,
damnleaks.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
damreports.com,MBFC,,FALSE,Fake News;Malware,,,
dandygoat.com,OpenSources,,TRUE,,,satire,
dangerandplay.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
darkmoon.me,OpenSources,,TRUE,,,hate;bias,
darkpolitricks.com,OpenSources,,TRUE,,,bias;conspiracy,
dataasylum.com,OpenSources,,TRUE,,,conspiracy;junksci,
davejanda.com,OpenSources,,TRUE,,,unreliable,
davidduke.com,OpenSources,,TRUE,,,hate,
davidharrisjr.com,NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;labelsAdvertising;management;contentCreators,,
davidstockmanscontracorner.com,OpenSources,,TRUE,,,political,
davidwolfe.com,OpenSources;Allcott18,,TRUE,,,conspiracy,
dcbluedot.com,MBFC,,TRUE,Extreme Left Bias;Propaganda;Conspiracy;Lack of Transparency,,,
dcclothesline.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,conspiracy;junksci,
dcdirtylaundry.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,ownership;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
dcgazette.com,OpenSources;Wikipedia,,TRUE,,,fake,
dcleaks.com,OpenSources,,TRUE,,,unreliable,
dctribune.org,NewsGuard,,TRUE,,ownership;labelsAdvertising;newsOpinion;basicStandards;accountabilityPractices;deceptiveHeadlines,,
dcwhispers.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
ddemocraticunderground.com,OpenSources,,FALSE,,,fake,
deadlinelive.info,OpenSources,,TRUE,,,political;conspiracy,
deadlyclear.wordpress.com,OpenSources,,TRUE,,,bias;fake news,
debka.com,MBFC,,TRUE,Right Bias;Poor Sourcing,,,
debunkingskeptics.com,OpenSources,,TRUE,,,bias;conspiracy,
defenddemocracy.press,OpenSources,,TRUE,,,bias;political,
defendevropa.org,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
defenseusa.club,PolitiFact;Allcott18,,FALSE,,,,
defiantamerica.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy,ownership;management;newsOpinion;falseContent;basicStandards;deceptiveHeadlines;accountabilityPractices,,
defund.com,MBFC;Allcott18,,TRUE,Extreme Right;Propaganda,,,
democraticmoms.com,MBFC;PolitiFact;Allcott18;NewsGuard;Grinberg19,,FALSE,Extreme Left;Propaganda;Some Fake News,basicStandards;accountabilityPractices;newsOpinion;ownership;management;contentCreators,,
democraticreview.com,MBFC,,FALSE,,,,
democraticunderground.com,PolitiFact;Allcott18,,TRUE,,,,
dennismichaellynch.com,OpenSources;Allcott18,,TRUE,,,political,
denverguardian.com,OpenSources;Wikipedia;MBFC;Buzzfeed16;Allcott18;NewsGuard;Grinberg19,,FALSE,Imposter Site;Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,fake,
denverinquirer.com,Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
departed.co,OpenSources;Allcott18;Grinberg19,,FALSE,,,fake,
departedme.com,PolitiFact;Allcott18,,FALSE,,,,
departedmedia.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
deplorablemovement2020.news,MBFC,,FALSE,Extreme Right;Conspiracy;Propaganda;Some Fake News,,,
depopulation.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
der-postillon.com,OpenSources,,TRUE,,,satire,
derfmagazine.com,OpenSources,,TRUE,,,satire,
digifection.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
dildothedonald.us,Buzzfeed18;NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
dineal.com,OpenSources;Allcott18;Grinberg19,,FALSE,,,junksci,
disclose.tv,OpenSources;Wikipedia;Allcott18;PolitiFact;Grinberg19,,TRUE,,,satire;conspiracy,
disclosuremedia.net,OpenSources,,FALSE,,,conspiracy,
discoverthenetworks.org,MBFC,,TRUE,Extreme Right;Hate Group,,,
dissentmagazine.org,OpenSources,,TRUE,,,political,
diversitychronicle.wordpress.com,OpenSources,,TRUE,,,satire,
diyhours.net,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
dollarvigilante.com,OpenSources,,TRUE,,,bias,
donaldtrumpliedto.us,Buzzfeed18;NewsGuard,,FALSE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
donaldtrumpnews.co,OpenSources;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
donaldtrumppotus45.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Mostly Fake News,,fake,
dont-tread-on.me,OpenSources,,TRUE,,,conspiracy,
downtrend.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,fake;satire,
drainingtheswamp.info,MBFC,,FALSE,Extreme Right;Propaganda,,,
drrichswier.com,OpenSources,,TRUE,,,hate;bias,
drudgereport.com,OpenSources;MBFC;NewsGuard,,TRUE,Propaganda;Conspiracies;Poor Sources;Some Fake News,accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;contentCreators;management;basicStandards,political;bias,
drudgereport.com.co,OpenSources;Wikipedia,,FALSE,,,fake,
drugsofficial.com,Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
dublintribune.com,Buzzfeed17;Allcott18,,FALSE,,,,
duffelblog.com,PolitiFact;Allcott18,,TRUE,,,,
duffleblog.com,OpenSources,,FALSE,,,satire,
duhprogressive.com,OpenSources,,TRUE,,,satire,
dutchsinse.com,OpenSources,,TRUE,,,conspiracy,
dworkinreport.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;newsOpinion,,
eaglerising.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;contentCreators,bias;clickbait,
earthnews2016.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
ebolahoax.com,OpenSources,,FALSE,,,conspiracy,
economicnoise.com,OpenSources,,TRUE,,,political;unreliable,
ecowatch.com,OpenSources,,TRUE,,,political,
educate-yourself.org,OpenSources,,TRUE,,,conspiracy;junksci,
educateinspirechange.org,NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership,,
educateinspirechange.org/health,OpenSources,,TRUE,,,clickbait;junksci,
electionnightgatekeepers.com,OpenSources,,TRUE,,,conspiracy;unreliable,
elelephantintheroom.blogspot.com,OpenSources,,TRUE,,,bias,
elitereaders.com,OpenSources,,TRUE,,,clickbait,
elkoshary.com,OpenSources,,TRUE,,,satire,
elmundotoday.com,OpenSources,,TRUE,,,satire,
embols.com,OpenSources;MBFC;Allcott18;Grinberg19,,FALSE,Left,,fake,
empirehearland.com,OpenSources,,FALSE,,,fake,
empireherald.com,OpenSources;Wikipedia;Snopes;MBFC;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,Fake News,,fake;satire,
empirenews.net,OpenSources;Wikipedia;FactCheck;Snopes;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
empiresports.co,OpenSources;Wikipedia;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,satire,
emptywheel.net,OpenSources,,TRUE,,,political,
en-bref.fr,Buzzfeed17;Buzzfeed18;Allcott18,,FALSE,,,,
en-volve.com,FactCheck;MBFC;PolitiFact;Allcott18;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Fake News,falseContent;accountabilityPractices;basicStandards;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
en-vovle.com,OpenSources,,FALSE,,,fake,
en.hawarnews.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
en.mediamass.net,Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
en.metapedia.org,MBFC,,FALSE,Extreme Right;Hate Group,,,
en.newsner.com,MBFC,,FALSE,Lack of Transparency;Poor Sourcing;Pseudoscience,,,
en.radiovaticana.va,MBFC,,FALSE,,,,
en.search.farsnews.com,MBFC,,FALSE,Left,,,
enabon.com,OpenSources,,FALSE,,,fake,
endingthefed.com,OpenSources;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy,,bias,
endoftheamericandream.com,OpenSources;Allcott18,,TRUE,,,Conspiracy;Fake;Political,
endtime.com,OpenSources,,TRUE,,,bias;clickbait;Political,
endtimeheadlines.org,Allcott18,,TRUE,,,,
enduringvision.com,OpenSources,,TRUE,,,fake,
english.alarabiya.net,Wikipedia,,TRUE,,,,
enhlive.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
eutimes.net,OpenSources;Allcott18,,TRUE,,,hate;conspiracy,
eutopia.buzz,OpenSources,,FALSE,,,fake;satire;conspiracy,
everydaybreakingnews.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
everynewshere.com,Allcott18;Grinberg19,,FALSE,,,,
ewao.com,OpenSources,,TRUE,,,junksci,
experimentalvaccines.org,OpenSources,,TRUE,,,junksci;conspiracy,
explainlife.com,NewsGuard,,TRUE,,ownership;management;contentCreators;accountabilityPractices;basicStandards;deceptiveHeadlines;falseContent;newsOpinion,,
expose1933.com,OpenSources,,TRUE,,,conspiracy;hate,
exposinggovernment.com,MBFC,,TRUE,Extreme Right;Conspiracy,,,
express.co.uk,OpenSources;Allcott18,,TRUE,,,rumor,
extraclubmagazine.com,OpenSources,,TRUE,,,bias;clickbait;fake,
eyeopening.info,OpenSources,,TRUE,,,conspiracy;junksci,
factcheckingturkey.com,MBFC,,TRUE,Right;State Propaganda,,,
factrider.com,PolitiFact;Allcott18,,TRUE,,,,
factswanted.com,MBFC,,TRUE,Lack of Transparency;Poor Sourcing;Plagiarism,,,
fairus.org,MBFC,,TRUE,Extreme Right;Anti-Immigration Propaganda;Conspiracy Theories;Misleading Claims,,,
fakingnews.com,OpenSources,,TRUE,,,fake;satire,
familysecuritymatters.org,OpenSources,,FALSE,,,conspiracy;bias,
famousviralstories.com,Allcott18;Grinberg19,,TRUE,,,,
fanzinger.com,Allcott18;Grinberg19,,FALSE,,,,
farmwars.info,OpenSources,,TRUE,,,fake news;conspiracy,
fascism.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
fbnewscycle.com,FactCheck;NewsGuard,,TRUE,,deceptiveHeadlines;contentCreators;falseContent;basicStandards;newsOpinion,,
federalistnation.com,MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
federalistpress.com,OpenSources,,TRUE,,,bias,
federalisttribune.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,,
fedsalert.com,OpenSources;Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
fellowshipoftheminds.com,OpenSources;FactCheck;Allcott18,,FALSE,,,conspiracy;junksci,
fergieinfo.com,FactCheck;Buzzfeed18,,FALSE,,,,
filmsforaction.org,OpenSources,,TRUE,,,political,
financialsurvivalnetwork.com,OpenSources,,TRUE,,,unreliable;bias,
firearmscoalition.org,OpenSources,,TRUE,,,bias;blog,
firstpost.com,Allcott18;PolitiFact,,TRUE,,,,
flashinfo.org,Allcott18;Grinberg19,,TRUE,,,,
flashnewscorner.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
flexpolitics.com,FactCheck,,FALSE,,,,
florida-times.co,Buzzfeed18,,FALSE,,,,
floridasunpost.com,OpenSources;MBFC;Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,Imposter Site;Fake News,,fake;satirical,
fmobserver.com,OpenSources,,TRUE,,,satire,
focusnews.info,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
focusonthefamily.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
fognews.ru,OpenSources,,TRUE,,,satire,
folksvideo.com,Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
foodbabe.com,OpenSources,,TRUE,,,junksci,
foreignpolicyjournal.com,OpenSources,,TRUE,,,political,
forfreedomworld.com,PolitiFact;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
fourwinds10.net,OpenSources,,TRUE,,,conspiracy;junksci,
fox-news24.com,Wikipedia;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
foxnews-us.com,Buzzfeed18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;deceptiveHeadlines;ownership;management;contentCreators,,
fprnradio.com,OpenSources,,FALSE,,,conspiracy;fake,
france.actualites.co,Allcott18;Grinberg19,,FALSE,,,,
france24-tv.com,MBFC,,FALSE,Imposter Website;Fake News,,,
frc.org,MBFC,,TRUE,Extreme Right;Hate Group,,,
freakoutnation.com,OpenSources;MBFC,,FALSE,Extreme Left;Propaganda;Conspiracy,,bias,
freddymag.com,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
freebeacon.com,OpenSources,,TRUE,,,bias,
freedomcrossroads.us,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
freedomdaily.com,OpenSources;FactCheck;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
freedomforceinternational.com,OpenSources,,TRUE,,,conspiracy,
freedomjunkshun.com,PolitiFact;Allcott18,,FALSE,,,,
freedomlibertynews.com,MBFC,,FALSE,Extreme Right;Propaganda;Anti-Islam,,,
freedomnewsreport.com,MBFC,,TRUE,Right;Propaganda;,,,
freedomoutpost.com,OpenSources,,TRUE,,,conspiracy;bias,
freedomsfinalstand.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda,,,
freedomsphoenix.com,OpenSources,,TRUE,,,bias;conspiracy,
freedomworks.org,OpenSources,,TRUE,,,political,
freedomworldnews.com,OpenSources,,TRUE,,,bias;unreliable,
freedumjunkshun.com,Snopes,,FALSE,,,,
freeinfomedia.com,PolitiFact;Allcott18,,FALSE,,,,
freeinquirer.com,Buzzfeed17;Allcott18,,FALSE,,,,
freepatriot.org,OpenSources,,FALSE,,,satire,
freepatriotpost.com,MBFC,,FALSE,Extreme Right;Propaganda;Fake News;Conspiracy,,,
freerepublic.com,PolitiFact;Allcott18,,TRUE,,,,
freespeechtime.net,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
freetelegraph.com,MBFC;NewsGuard,,TRUE,Right;Propaganda,management;contentCreators;ownership;accountabilityPractices;basicStandards;deceptiveHeadlines,,
freewoodpost.com,OpenSources;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18,,FALSE,,,satire,
freshdailyreport.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
fridaymash.com,OpenSources,,TRUE,,,satire,
friendsofsyria.wordpress.com,Allcott18;Grinberg19,,TRUE,,,,
fromthetrenchesworldreport.com,OpenSources,,TRUE,,,conspiracy;junksci;bias,
frontpagemag.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Hate Group,falseContent;basicStandards;deceptiveHeadlines;newsOpinion;accountabilityPractices;ownership,bias;hate,
fury.news,MBFC;Allcott18,,TRUE,Extreme Right;Propaganda;Hate Group;Fake News,,,
fusion.net,OpenSources,,FALSE,,,political;reliable,
fwdnow.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
gaia.com,OpenSources,,TRUE,,,conspiracy;junksci,
galacticconnection.com,OpenSources,,TRUE,,,junksci,
gangstergovernment.com,OpenSources,,TRUE,,,conspiracy;bias,
gatesofvienna.net,OpenSources,,TRUE,,,hate;conspiracy,
gellerreport.com,FactCheck;NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
geoengineeringwatch.org,OpenSources,,TRUE,,,junksci;conspiracy,
geologyin.com,MBFC;NewsGuard,,TRUE,Pro-Science;Lack of transparency,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
